Invoicing Vendor Number,Vendor,Line ID ,Invoicing Vendor Name,Invoice Line Description,PO Line Description,Extended line amount_1,Extended line amount_2,G/L Account number,Processing Date,Invoice Number,Line Number,PO Number,PO Line,Work Order Number,WO Task,Invoice gross amount_1,Invoice gross amount_2,Date invoice entered,Catalog Item Number,Catalog Item Name,Entity Number,Entity Name,Date and time of last check,Check Number,Check Date
9340,VENDOR 114,4769,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",151,USD,PR-935102-62-17-01-7032-000000,7/31/2015,             1126638,1,A150301,2,,,151,USD,8/5/2015,                1000,SERVICES,,,8/7/2015 3:43,41744,8/7/2015
9340,VENDOR 114,4770,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",500.5,USD,PR-935102-62-17-01-7032-000000,7/31/2015,             1126639,1,A150301,2,,,500.5,USD,8/5/2015,                1000,SERVICES,,,8/7/2015 3:43,41744,8/7/2015
9340,VENDOR 114,4771,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",775.5,USD,PR-935102-62-17-01-7032-000000,7/31/2015,             1126642,1,A150301,2,,,775.5,USD,8/5/2015,                1000,SERVICES,,,8/7/2015 3:43,41744,8/7/2015
9340,VENDOR 114,4772,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",500.5,USD,PR-935102-62-17-01-7032-000000,8/12/2015,             1126640,1,A150301,2,,,500.5,USD,8/12/2015,                1000,SERVICES,,,8/28/2015 3:02,42044,8/28/2015
9340,VENDOR 114,4773,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",500.5,USD,PR-935102-62-17-01-7032-000000,10/21/2015,             1126641,1,A150301,2,,,500.5,USD,10/21/2015,                1000,SERVICES,,,10/23/2015 6:48,42987,10/23/2015
1266,VENDOR 51,4774,VENDOR 51,,TRASH HAULING TO LANDFILL,66.55,USD,PR-935102-62-17-01-7032-000000,7/19/2017,05-00960292,1,A170104,1,     61679,1,66.55,USD,7/19/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,,,
1266,VENDOR 51,4775,VENDOR 51,,TRASH HAULING TO LANDFILL,78.65,USD,PR-935102-62-17-01-7032-000000,7/20/2017,05-00960736,1,A170104,1,     61679,1,78.65,USD,7/20/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,,,
1266,VENDOR 51,4776,VENDOR 51,,TRASH HAULING TO LANDFILL,78.65,USD,PR-935102-62-17-01-7032-000000,7/20/2017,05-00961024,1,A170104,1,     61679,1,78.65,USD,7/20/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,,,
10598,VENDOR 135,4777,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),60,USD,PR-935102-62-17-01-7032-000000,5/9/2017,2017-3800,1,A170030,1,     61679,1,60,USD,5/9/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,5/12/2017 8:33,51415,5/12/2017
256,VENDOR 9,4778,VENDOR 9,,MISC BUILDINGS & GROUNDS RENTAL EQUIPMENT,329.84,USD,PR-935102-62-17-01-7032-000000,9/29/2015,236979-1,1,A150197,1,     61679,1,329.84,USD,9/29/2015,                1000,SERVICES,HQ-TREES,Trimming and Spraying,10/2/2015 7:06,42536,10/2/2015
10598,VENDOR 135,4779,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),69,USD,PR-935102-62-17-01-7032-000000,9/30/2015,              502720,1,A150029,1,     61679,1,69,USD,10/2/2015,                1000,SERVICES,HQ-TREES,Trimming and Spraying,10/9/2015 6:33,42686,10/9/2015
10598,VENDOR 135,4780,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),69,USD,PR-935102-62-17-01-7032-000000,9/30/2015,              502795,1,A150029,1,     61679,1,69,USD,10/2/2015,                1000,SERVICES,HQ-TREES,Trimming and Spraying,10/9/2015 6:33,42686,10/9/2015
10598,VENDOR 135,4781,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),11.5,USD,PR-935102-62-17-01-7032-000000,9/30/2015,              501939,1,A150029,1,     61679,1,11.5,USD,10/2/2015,                1000,SERVICES,HQ-TREES,Trimming and Spraying,10/9/2015 6:33,42686,10/9/2015
10598,VENDOR 135,4782,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),23,USD,PR-935102-62-17-01-7032-000000,9/30/2015,              502068,1,A150029,1,     61679,1,23,USD,10/2/2015,                1000,SERVICES,HQ-TREES,Trimming and Spraying,10/9/2015 6:33,42686,10/9/2015
10598,VENDOR 135,4783,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),69,USD,PR-935102-62-17-01-7032-000000,9/30/2015,              502110,1,A150029,1,     61679,1,69,USD,10/2/2015,                1000,SERVICES,HQ-TREES,Trimming and Spraying,10/9/2015 6:33,42686,10/9/2015
2160,VENDOR 83,4784,VENDOR 83,,VEGETATION CONTROL FOR HQ SITE,245,USD,PR-935102-62-17-01-7033-000000,3/17/2016,            43460272,1,             1601868,1,,,245,USD,3/17/2016,                1000,SERVICES,,,3/18/2016 7:10,45375,3/18/2016
2160,VENDOR 83,4785,VENDOR 83,,VEGETATION CONTROL FOR HQ SITE,245,USD,PR-935102-62-17-01-7033-000000,8/25/2015,            37531122,1,A150177,6,,,245,USD,8/25/2015,                1000,SERVICES,,,8/28/2015 3:02,42048,8/28/2015
2160,VENDOR 83,4786,VENDOR 83,,VEGETATION CONTROL FOR HQ SITE,245,USD,PR-935102-62-17-01-7033-000000,7/14/2015,            35181004,1,A150177,6,,,245,USD,7/14/2015,                1000,SERVICES,,,7/17/2015 2:29,41454,7/17/2015
2160,VENDOR 83,4787,VENDOR 83,,VEGETATION CONTROL FOR HQ SITE,245,USD,PR-935102-62-17-01-7033-000000,6/3/2015,            32800628,1,A150177,6,,,245,USD,6/3/2015,                1000,SERVICES,,,6/5/2015 4:34,40867,6/5/2015
2160,VENDOR 83,4788,VENDOR 83,,VEGETATION CONTROL FOR HQ SITE,245,USD,PR-935102-62-17-01-7033-000000,4/8/2015,            29703510,1,A150177,6,,,245,USD,4/8/2015,                1000,SERVICES,,,4/10/2015 2:52,40072,4/10/2015
2160,VENDOR 83,4789,VENDOR 83,,VEGETATION CONTROL FOR HQ SITE,245,USD,PR-935102-62-17-01-7033-000000,8/18/2016,            51978086,1,             1601868,1,,,245,USD,8/18/2016,                1000,SERVICES,,,8/26/2016 1:51,47664,8/26/2016
2160,VENDOR 83,4790,VENDOR 83,,VEGETATION CONTROL FOR HQ SITE,245,USD,PR-935102-62-17-01-7033-000000,5/24/2016,            46536733,1,             1601868,1,,,245,USD,5/24/2016,                1000,SERVICES,,,5/27/2016 4:23,46376,5/27/2016
2160,VENDOR 83,4791,VENDOR 83,,VEGETATION CONTROL FOR HQ SITE,245,USD,PR-935102-62-17-01-7033-000000,6/23/2016,            48762983,1,             1601868,1,,,245,USD,6/23/2016,                1000,SERVICES,,,7/1/2016 3:40,46871,7/1/2016
10149,VENDOR 121,4792,VENDOR 121,,FENCE & GATE REPAIRS- HEADQUARTERS,192,USD,PR-935102-62-17-01-7035-000000,3/25/2015,                1374,1,A150317,2,     74704,1,199,USD,3/25/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,3/27/2015 2:40,39782,3/27/2015
10149,VENDOR 121,4793,VENDOR 121,,HQ PERSONNEL GATE UPGRADES AND REPAIR,228.6,USD,PR-935102-62-17-01-7035-000000,4/24/2017,                1558,1,A170008,9,     86374,1,228.6,USD,4/24/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,4/28/2017 3:26,51139,4/28/2017
10149,VENDOR 121,4794,VENDOR 121,,HQ PERSONNEL GATE UPGRADES AND REPAIR,1195.18,USD,PR-935102-62-17-01-7035-000000,4/24/2017,                1557,1,A170008,9,     86374,1,1195.18,USD,4/24/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,4/28/2017 3:26,51139,4/28/2017
5936,VENDOR 100,4795,VENDOR 100,,2017 ELECTRICAL-HQ HQ16-1756,914.08,USD,PR-935102-62-17-01-7035-000000,4/30/2017,               34501,2,             1600278,31,     86374,1,1928.17,USD,5/2/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,5/19/2017 2:37,51525,5/19/2017
11711,VENDOR 168,4796,VENDOR 168,,PROFESSION SERVICES INCLUDED: ATTENDED TWO MEETINGS WITH COMPANY AND CITY OF FT COLLINS REGARDING PROPOSED STORM DRAINAGE CHANGES 3 ATTENDEES INV 16927 DATED 3/31/15,1350,USD,PR-935102-62-17-01-8002-000000,3/31/2015,               16927,1,             1500548,1,     67374,1,1350,USD,4/1/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/17/2015 2:52,40142,4/17/2015
5936,VENDOR 100,4797,VENDOR 100,,LINE 35-ADDITIONAL DOLLARS TO PAY INVOICE 18860 FOR ELECTRICAL SERVICES FOR HQ MAIN,57.62,USD,PR-935102-62-17-01-8011-000000,12/31/2014,               21152,1,             1300248,58,     68351,1,57.62,USD,1/7/2015,                1000,SERVICES,GRDS LIGHTS/ELECT,Replacement or Repairs,1/23/2015 2:24,39014,1/23/2015
1644,VENDOR 59,4798,VENDOR 59,,,7.01,USD,PR-935106-12-17-01-0000-000000,5/31/2017,HQPC-05-31-17,3,,,,,538,USD,6/1/2017,                1000,SERVICES,,,6/1/2017 8:52,OFFSET,6/1/2017
1644,VENDOR 59,4799,VENDOR 59,,,-7.01,USD,PR-935106-12-17-01-0000-000000,5/31/2017,HQPC-05-31-17-CR01,3,,,,,-538,USD,6/1/2017,                1000,SERVICES,,,6/1/2017 8:52,OFFSET,6/1/2017
1644,VENDOR 59,4800,VENDOR 59,,,7.01,USD,PR-935106-47-17-01-0000-000000,5/31/2017,HQPC 05-31-17,3,,,,,538,USD,6/1/2017,                1000,SERVICES,,,6/2/2017 4:28,51752,6/2/2017
6256,VENDOR 104,4801,VENDOR 104,,,250,USD,PR-935106-47-17-01-0000-000000,5/25/2017,2017 FEES-FLEET95770,1,,,,,250,USD,5/25/2017,                1000,SERVICES,,,5/26/2017 3:52,51627,5/26/2017
1486,VENDOR 55,4802,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,5.02,USD,PR-935106-47-17-01-0000-000000,1/16/2015,STMT 12-31-14 6091,7,A140132,3,     56458,1,164.94,USD,1/16/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,2/6/2015 1:50,39209,2/6/2015
1486,VENDOR 55,4803,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,3.89,USD,PR-935106-47-17-01-0000-000000,1/16/2015,STMT 12-31-14 6091,9,A140132,3,     56458,1,164.94,USD,1/16/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,2/6/2015 1:50,39209,2/6/2015
1486,VENDOR 55,4804,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,56.08,USD,PR-935106-47-17-01-0000-000000,2/26/2015,              196753,1,A150135,2,     56458,1,54.96,USD,2/26/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,3/6/2015 1:41,39557,3/6/2015
817,VENDOR 32,4805,VENDOR 32,DOT Annual Inspection Forms FLEET SPECIALIST  08005585011,,111.95,USD,PR-935106-47-17-01-0000-000000,3/23/2015,MCMAR15,74,,,     56458,1,78503.25,USD,3/23/2015,                9600,MASTER CARD,HQ-VEH,Headquarters Vehicles,3/30/2015 6:26,7552,3/30/2015
1486,VENDOR 55,4806,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,89.98,USD,PR-935106-47-17-01-0000-000000,3/31/2015,              206994,1,A150135,2,     56458,1,88.18,USD,4/1/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,4/3/2015 4:09,39936,4/3/2015
1486,VENDOR 55,4807,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,13.04,USD,PR-935106-47-17-01-0000-000000,4/14/2015,              209582,1,A150135,2,     56458,1,12.78,USD,4/14/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,4/17/2015 2:52,40149,4/17/2015
1486,VENDOR 55,4808,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,14.36,USD,PR-935106-47-17-01-0000-000000,5/21/2015,              222388,1,A150135,2,     56458,1,14.07,USD,5/21/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,5/29/2015 2:53,40719,5/29/2015
1486,VENDOR 55,4809,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,21.55,USD,PR-935106-47-17-01-0000-000000,6/3/2015,              225334,1,A150135,2,     56458,1,21.12,USD,6/3/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,6/5/2015 4:34,40821,6/5/2015
1486,VENDOR 55,4810,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,20.82,USD,PR-935106-47-17-01-0000-000000,6/8/2015,              226581,1,A150135,2,     56458,1,20.4,USD,6/8/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,6/12/2015 5:15,40938,6/12/2015
1486,VENDOR 55,4811,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,1.98,USD,PR-935106-47-17-01-0000-000000,7/22/2015,              242134,1,A150135,2,     56458,1,1.94,USD,7/22/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,7/24/2015 3:37,41527,7/24/2015
1486,VENDOR 55,4812,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,237,USD,PR-935106-47-17-01-0000-000000,7/22/2015,              240046,1,A150135,2,     56458,1,387.1,USD,7/22/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,7/24/2015 3:37,41527,7/24/2015
817,VENDOR 32,4813,VENDOR 32,Key FOB Batteries FLEET SPECIALIST VENDOR 8 #86 HQ CITY,,7.96,USD,PR-935106-47-17-01-0000-000000,7/22/2015,MCJULY15,43,,,     56458,1,86444.67,USD,7/22/2015,                9600,MASTER CARD,HQ-VEH,Headquarters Vehicles,7/31/2015 1:48,7701,7/31/2015
1486,VENDOR 55,4814,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,5.88,USD,PR-935106-47-17-01-0000-000000,8/26/2015,              254128,1,A150135,2,     56458,1,5.76,USD,8/26/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,8/28/2015 3:02,42025,8/28/2015
1486,VENDOR 55,4815,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,3.63,USD,PR-935106-47-17-01-0000-000000,8/26/2015,              253918,1,A150135,2,     56458,1,3.56,USD,8/26/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,8/28/2015 3:02,42025,8/28/2015
1486,VENDOR 55,4816,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,5.32,USD,PR-935106-47-17-01-0000-000000,8/26/2015,              253826,1,A150135,2,     56458,1,5.21,USD,8/26/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,8/28/2015 3:02,42025,8/28/2015
1486,VENDOR 55,4817,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,6.75,USD,PR-935106-47-17-01-0000-000000,9/2/2015,              256232,1,A150135,2,     56458,1,6.61,USD,9/2/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,9/4/2015 4:01,42125,9/4/2015
1486,VENDOR 55,4818,VENDOR 55,,MISC PARTS/SUPPLIES FOR MOBILE EQUIPMENT-RH,11.6,USD,PR-935106-47-17-01-0000-000000,9/16/2015,              259041,1,A150135,1,     56458,1,11.49,USD,9/16/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,9/18/2015 6:15,42327,9/18/2015
1486,VENDOR 55,4819,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,11.64,USD,PR-935106-47-17-01-0000-000000,9/22/2015,              261354,1,A150135,2,     56458,1,11.41,USD,9/22/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,9/25/2015 3:46,42457,9/25/2015
1486,VENDOR 55,4820,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,55.96,USD,PR-935106-47-17-01-0000-000000,9/30/2015,              265588,1,A150135,2,     56458,1,54.84,USD,10/1/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,10/2/2015 7:06,42586,10/2/2015
1486,VENDOR 55,4821,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,22.88,USD,PR-935106-47-17-01-0000-000000,10/14/2015,              269693,2,A150135,2,     56458,1,27.07,USD,10/14/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,10/16/2015 4:24,42834,10/16/2015
1486,VENDOR 55,4822,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,34.99,USD,PR-935106-47-17-01-0000-000000,11/3/2015,              275918,1,A150135,2,     56458,1,34.29,USD,11/3/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,11/6/2015 3:54,43195,11/6/2015
1486,VENDOR 55,4823,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,8.59,USD,PR-935106-47-17-01-0000-000000,11/18/2015,              280920,1,A150135,2,     56458,1,8.42,USD,11/18/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,11/20/2015 2:12,43482,11/20/2015
817,VENDOR 32,4824,VENDOR 32,Batteries for key FOBS FLEET SPECIALIST VENDOR 8 #86 HQ CITY,,9.53,USD,PR-935106-47-17-01-0000-000000,11/25/2015,MCNOV15,48,,,     56458,1,82396.09,USD,11/25/2015,                9600,MASTER CARD,HQ-VEH,Headquarters Vehicles,11/30/2015 0:55,7866,11/30/2015
1486,VENDOR 55,4825,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,19.56,USD,PR-935106-47-17-01-0000-000000,12/15/2015,              287098,2,A150135,2,     56458,1,24.74,USD,12/15/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,12/18/2015 8:26,44003,12/18/2015
1486,VENDOR 55,4826,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,14.99,USD,PR-935106-47-17-01-0000-000000,12/17/2015,              288756,1,A150135,2,     56458,1,14.69,USD,12/17/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,12/18/2015 8:26,44003,12/18/2015
1486,VENDOR 55,4827,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,7.88,USD,PR-935106-47-17-01-0000-000000,12/30/2015,              290013,1,A150135,2,     56458,1,7.72,USD,12/30/2015,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,12/31/2015 2:19,44151,12/31/2015
1486,VENDOR 55,4828,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,9.12,USD,PR-935106-47-17-01-0000-000000,2/29/2016,              307805,1,A160141,2,     56458,1,8.94,USD,3/2/2016,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,3/4/2016 2:45,45122,3/4/2016
1486,VENDOR 55,4829,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,25.12,USD,PR-935106-47-17-01-0000-000000,3/17/2016,              314389,1,A160141,2,     56458,1,24.62,USD,3/17/2016,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,3/25/2016 3:53,45435,3/25/2016
817,VENDOR 32,4830,VENDOR 32,Battery for oil dispenser FLEET SPECIALIST INTERSTATE ALL BATTERY . ,,4.95,USD,PR-935106-47-17-01-0000-000000,3/22/2016,MCFEB16,51,,,     56458,1,68640,USD,3/22/2016,                9600,MASTER CARD,HQ-VEH,Headquarters Vehicles,3/29/2016 8:50,8044,3/29/2016
1486,VENDOR 55,4831,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,10.59,USD,PR-935106-47-17-01-0000-000000,4/13/2016,              319664,1,A160141,2,     56458,1,42.77,USD,4/13/2016,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,4/15/2016 5:39,45733,4/15/2016
1486,VENDOR 55,4832,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,10.12,USD,PR-935106-47-17-01-0000-000000,4/21/2016,              324104,1,A160141,2,     56458,1,9.92,USD,4/21/2016,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,4/22/2016 4:27,45844,4/22/2016
1486,VENDOR 55,4833,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,4.67,USD,PR-935106-47-17-01-0000-000000,5/10/2016,              328698,1,A160141,2,     56458,1,4.58,USD,5/10/2016,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,5/20/2016 2:03,46265,5/20/2016
12869,VENDOR 223,4834,VENDOR 223,,MISC LOGO WEAR AND LOGO ITEMS,291.2,USD,PR-935106-47-17-01-0000-000000,5/18/2016,              122331,1,A160337,1,     56458,1,343.61,USD,5/18/2016,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,5/20/2016 2:03,46212,5/20/2016
817,VENDOR 32,4835,VENDOR 32,Trailer Supplies FLEET SPECIALIST FLEET RETAILER TRUCK EQUIPMENT HQ CITY,,35.45,USD,PR-935106-47-17-01-0000-000000,5/23/2016,MCMAY16,39,,,     56458,1,101819.82,USD,5/23/2016,                9600,MASTER CARD,HQ-VEH,Headquarters Vehicles,5/31/2016 3:42,8133,5/31/2016
817,VENDOR 32,4836,VENDOR 32,Vehicle Numbers FLEET SPECIALIST VENDOR 76 HQ CITYHQ CITY,,60.88,USD,PR-935106-47-17-01-0000-000000,5/23/2016,MCMAY16,46,,,     56458,1,101819.82,USD,5/23/2016,                9600,MASTER CARD,HQ-VEH,Headquarters Vehicles,5/31/2016 3:42,8133,5/31/2016
1486,VENDOR 55,4837,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,22.08,USD,PR-935106-47-17-01-0000-000000,5/24/2016,              333195,1,A160141,2,     56458,1,21.64,USD,5/24/2016,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,5/27/2016 4:23,46348,5/27/2016
1486,VENDOR 55,4838,VENDOR 55,,MISC PARTS/SUPPLIES FOR VEHICLES-HQ,10.98,USD,PR-935106-47-17-01-0000-000000,6/28/2016,              343895,1,A160141,2,     56458,1,10.76,USD,6/28/2016,                1001,MATERIALS,HQ-VEH,Headquarters Vehicles,7/1/2016 3:40,46832,7/1/2016
817,VENDOR 32,4839,VENDOR 32,Edger blades FLEET SPECIALIST  SMALL ENGINE HQ CITY,,9.3,USD,PR-935106-47-17-01-0000-000000,7/25/2016,MCJUL16,45,,,     56458,1,98139.79,USD,7/25/2016,                9600,MASTER CARD,HQ-VEH,Headquarters Vehicles,8/1/2016 2:08,8222,8/1/2016
817,VENDOR 32,4840,VENDOR 32,carwash for Unit 62   CARWA HQ CITY,,10,USD,PR-935106-47-17-01-0000-000000,5/23/2016,MCMAY16,249,,,,,101819.82,USD,5/23/2016,                9600,MASTER CARD,,,5/31/2016 3:42,8133,5/31/2016
817,VENDOR 32,4841,VENDOR 32,car wash unit 62   CARWA HQ CITY,,10,USD,PR-935106-47-17-01-0000-000000,7/25/2016,MCJUL16,242,,,,,98139.79,USD,7/25/2016,                9600,MASTER CARD,,,8/1/2016 2:08,8222,8/1/2016
817,VENDOR 32,4842,VENDOR 32,car wash unit 62   CARWA HQ CITY,,10,USD,PR-935106-47-17-01-0000-000000,7/25/2016,MCJUL16,243,,,,,98139.79,USD,7/25/2016,                9600,MASTER CARD,,,8/1/2016 2:08,8222,8/1/2016
817,VENDOR 32,4843,VENDOR 32,Unit 62 carwash   CARWA HQ CITY,,10,USD,PR-935106-47-17-01-0000-000000,8/24/2016,MCAUG16,216,,,,,69173.63,USD,8/24/2016,                9600,MASTER CARD,,,8/30/2016 4:10,8261,8/30/2016
1110,VENDOR 46,4844,VENDOR 46,,BATTERIES-HQ,115.95,USD,PR-935106-47-17-01-0000-000000,9/15/2016,              334615,1,A160057,3,,,115.95,USD,9/15/2016,                1001,MATERIALS,,,9/20/2016 10:42,OFFSET,9/20/2016
817,VENDOR 32,4845,VENDOR 32,"26"" Mens bike for campus use FLEET SPECIALIST WM SUPERCENTER #4599 TIMNATH",,119,USD,PR-935106-47-17-01-0000-000000,9/22/2016,MCSEP16,46,,,,,76940.59,USD,9/22/2016,                9600,MASTER CARD,,,10/3/2016 5:50,8305,10/3/2016
817,VENDOR 32,4846,VENDOR 32,"26"" Ladies bike for campus use FLEET SPECIALIST WM SUPERCENTER #2729 HQ CITY",,119,USD,PR-935106-47-17-01-0000-000000,9/22/2016,MCSEP16,47,,,,,76940.59,USD,9/22/2016,                9600,MASTER CARD,,,10/3/2016 5:50,8305,10/3/2016
1110,VENDOR 46,4847,VENDOR 46,,BATTERIES-HQ,-115.95,USD,PR-935106-47-17-01-0000-000000,9/15/2016,334615-CR01,1,A160057,3,,,-115.95,USD,9/20/2016,                1001,MATERIALS,,,9/20/2016 10:42,OFFSET,9/20/2016
817,VENDOR 32,4848,VENDOR 32,Unit 55   CARWA HQ CITY,,10,USD,PR-935106-47-17-01-0000-000000,4/22/2015,MCAPR15,291,,,,,65339.69,USD,4/22/2015,                9600,MASTER CARD,,,5/1/2015 2:03,7598,5/1/2015
817,VENDOR 32,4849,VENDOR 32,Unit 55   CARWA HQ CITY,,10,USD,PR-935106-47-17-01-0000-000000,4/22/2015,MCAPR15,292,,,,,65339.69,USD,4/22/2015,                9600,MASTER CARD,,,5/1/2015 2:03,7598,5/1/2015
817,VENDOR 32,4850,VENDOR 32,carwash unit 55   CARWA HQ CITY,,10,USD,PR-935106-47-17-01-0000-000000,3/23/2015,MCMAR15,270,,,,,78503.25,USD,3/23/2015,                9600,MASTER CARD,,,3/30/2015 6:26,7552,3/30/2015
817,VENDOR 32,4851,VENDOR 32,carwash unit 55   CARWA HQ CITY,,10,USD,PR-935106-47-17-01-0000-000000,3/23/2015,MCMAR15,273,,,,,78503.25,USD,3/23/2015,                9600,MASTER CARD,,,3/30/2015 6:26,7552,3/30/2015
1982,VENDOR 78,4852,VENDOR 78,,FLEET PARTS-HQ,-72.87,USD,PR-935106-47-17-01-0000-000000,3/17/2015,             5116138,1,A150169,4,,,-72.87,USD,3/17/2015,                1001,MATERIALS,,,5/8/2015 3:39,40457,5/8/2015
1982,VENDOR 78,4853,VENDOR 78,,FLEET PARTS-HQ,72.87,USD,PR-935106-47-17-01-0000-000000,3/17/2015,             5116071,1,A150169,4,,,72.87,USD,3/17/2015,                1001,MATERIALS,,,5/8/2015 3:39,40457,5/8/2015
817,VENDOR 32,4854,VENDOR 32,Wash and detail unit 55  BREEZE THRU CAR WASH  ,,10,USD,PR-935106-47-17-01-0000-000000,2/20/2015,MCFEB15,306,,,,,80993.26,USD,2/20/2015,                9600,MASTER CARD,,,3/2/2015 1:29,7521,3/2/2015
817,VENDOR 32,4855,VENDOR 32,Wash and Detail unit 55   CARWA HQ CITY,,13,USD,PR-935106-47-17-01-0000-000000,2/20/2015,MCFEB15,308,,,,,80993.26,USD,2/20/2015,                9600,MASTER CARD,,,3/2/2015 1:29,7521,3/2/2015
